Medicare Advantage Monthly Capitation Rates for 2021 for All PACE Plans,,,,
"Note: 
1. ESRD rates are for dialysis only and are shown after the deduction of the user fee of $5.25.",,,,
Code,State,County Name,Parts A&B 2021 Rate,Parts A&B ESRD 2021 Rate
33690,NEW YORK,STEUBEN,985.93,"9,067.76"
33700,NEW YORK,SUFFOLK,"1,195.56","9,067.76"
33710,NEW YORK,SULLIVAN,"1,012.77","9,067.76"
33720,NEW YORK,TIOGA,"1,089.65","9,067.76"
33730,NEW YORK,TOMPKINS,985.93,"9,067.76"
33740,NEW YORK,ULSTER,985.93,"9,067.76"
33750,NEW YORK,WARREN,985.93,"9,067.76"
33760,NEW YORK,WASHINGTON,985.93,"9,067.76"
33770,NEW YORK,WAYNE,"1,089.65","9,067.76"
33800,NEW YORK,WESTCHESTER,"1,207.94","9,067.76"
33900,NEW YORK,WYOMING,985.93,"9,067.76"
33910,NEW YORK,YATES,985.93,"9,067.76"
34000,NORTH CAROLINA,ALAMANCE,"1,089.65","7,309.33"
34010,NORTH CAROLINA,ALEXANDER,"1,089.65","7,309.33"
34020,NORTH CAROLINA,ALLEGHANY,985.93,"7,309.33"
34030,NORTH CAROLINA,ANSON,"1,089.65","7,309.33"
34040,NORTH CAROLINA,ASHE,985.93,"7,309.33"
34050,NORTH CAROLINA,AVERY,985.93,"7,309.33"
34060,NORTH CAROLINA,BEAUFORT,985.93,"7,309.33"
34070,NORTH CAROLINA,BERTIE,948.55,"7,309.33"
34080,NORTH CAROLINA,BLADEN,988.38,"7,309.33"
34090,NORTH CAROLINA,BRUNSWICK,"1,089.65","7,309.33"
34100,NORTH CAROLINA,BUNCOMBE,"1,089.65","7,309.33"
34110,NORTH CAROLINA,BURKE,"1,089.65","7,309.33"
34120,NORTH CAROLINA,CABARRUS,"1,089.65","7,309.33"
34130,NORTH CAROLINA,CALDWELL,"1,089.65","7,309.33"
34140,NORTH CAROLINA,CAMDEN,985.93,"7,309.33"
34150,NORTH CAROLINA,CARTERET,985.93,"7,309.33"
34160,NORTH CAROLINA,CASWELL,985.93,"7,309.33"
34170,NORTH CAROLINA,CATAWBA,"1,089.65","7,309.33"
34180,NORTH CAROLINA,CHATHAM,"1,089.65","7,309.33"
34190,NORTH CAROLINA,CHEROKEE,985.93,"7,309.33"
34200,NORTH CAROLINA,CHOWAN,985.93,"7,309.33"
34210,NORTH CAROLINA,CLAY,985.93,"7,309.33"
34220,NORTH CAROLINA,CLEVELAND,985.93,"7,309.33"
34230,NORTH CAROLINA,COLUMBUS,992.39,"7,309.33"
34240,NORTH CAROLINA,CRAVEN,985.93,"7,309.33"
34250,NORTH CAROLINA,CUMBERLAND,"1,089.65","7,309.33"
34251,NORTH CAROLINA,CURRITUCK,"1,089.65","7,309.33"
34270,NORTH CAROLINA,DARE,985.93,"7,309.33"
34280,NORTH CAROLINA,DAVIDSON,"1,089.65","7,309.33"
34290,NORTH CAROLINA,DAVIE,"1,089.65","7,309.33"
34300,NORTH CAROLINA,DUPLIN,985.93,"7,309.33"
34310,NORTH CAROLINA,DURHAM,"1,089.65","7,309.33"
34320,NORTH CAROLINA,EDGECOMBE,985.93,"7,309.33"
34330,NORTH CAROLINA,FORSYTH,"1,089.65","7,309.33"
34340,NORTH CAROLINA,FRANKLIN,"1,089.65","7,309.33"
34350,NORTH CAROLINA,GASTON,"1,089.65","7,309.33"
34360,NORTH CAROLINA,GATES,985.93,"7,309.33"
34370,NORTH CAROLINA,GRAHAM,985.93,"7,309.33"
34380,NORTH CAROLINA,GRANVILLE,985.93,"7,309.33"
34390,NORTH CAROLINA,GREENE,998.08,"7,309.33"
34400,NORTH CAROLINA,GUILFORD,"1,089.65","7,309.33"
34410,NORTH CAROLINA,HALIFAX,985.93,"7,309.33"
34420,NORTH CAROLINA,HARNETT,"1,001.50","7,309.33"
34430,NORTH CAROLINA,HAYWOOD,"1,089.65","7,309.33"
34440,NORTH CAROLINA,HENDERSON,"1,089.65","7,309.33"
34450,NORTH CAROLINA,HERTFORD,985.93,"7,309.33"
34460,NORTH CAROLINA,HOKE,"1,089.65","7,309.33"
34470,NORTH CAROLINA,HYDE,985.93,"7,309.33"
34480,NORTH CAROLINA,IREDELL,985.93,"7,309.33"
34490,NORTH CAROLINA,JACKSON,985.93,"7,309.33"
34500,NORTH CAROLINA,JOHNSTON,"1,089.65","7,309.33"
34510,NORTH CAROLINA,JONES,985.93,"7,309.33"
34520,NORTH CAROLINA,LEE,985.93,"7,309.33"
34530,NORTH CAROLINA,LENOIR,985.93,"7,309.33"
34540,NORTH CAROLINA,LINCOLN,"1,089.65","7,309.33"
34550,NORTH CAROLINA,MCDOWELL,985.93,"7,309.33"
34560,NORTH CAROLINA,MACON,985.93,"7,309.33"
34570,NORTH CAROLINA,MADISON,"1,089.65","7,309.33"
34580,NORTH CAROLINA,MARTIN,985.93,"7,309.33"
34590,NORTH CAROLINA,MECKLENBURG,"1,089.65","7,309.33"
34600,NORTH CAROLINA,MITCHELL,985.93,"7,309.33"
34610,NORTH CAROLINA,MONTGOMERY,985.93,"7,309.33"
34620,NORTH CAROLINA,MOORE,985.93,"7,309.33"
34630,NORTH CAROLINA,NASH,985.93,"7,309.33"
34640,NORTH CAROLINA,NEW HANOVER,"1,089.65","7,309.33"
34650,NORTH CAROLINA,NORTHAMPTON,985.93,"7,309.33"
34660,NORTH CAROLINA,ONSLOW,985.93,"7,309.33"
34670,NORTH CAROLINA,ORANGE,"1,089.65","7,309.33"
34680,NORTH CAROLINA,PAMLICO,985.93,"7,309.33"
34690,NORTH CAROLINA,PASQUOTANK,985.93,"7,309.33"
34700,NORTH CAROLINA,PENDER,"1,089.65","7,309.33"
34710,NORTH CAROLINA,PERQUIMANS,984.55,"7,309.33"
34720,NORTH CAROLINA,PERSON,"1,089.65","7,309.33"
34730,NORTH CAROLINA,PITT,937.32,"7,309.33"
34740,NORTH CAROLINA,POLK,985.93,"7,309.33"
34750,NORTH CAROLINA,RANDOLPH,"1,089.65","7,309.33"
34760,NORTH CAROLINA,RICHMOND,985.93,"7,309.33"
34770,NORTH CAROLINA,ROBESON,945.30,"7,309.33"
34780,NORTH CAROLINA,ROCKINGHAM,"1,089.65","7,309.33"
34790,NORTH CAROLINA,ROWAN,"1,089.65","7,309.33"
34800,NORTH CAROLINA,RUTHERFORD,985.93,"7,309.33"
34810,NORTH CAROLINA,SAMPSON,985.93,"7,309.33"
34820,NORTH CAROLINA,SCOTLAND,985.93,"7,309.33"
34830,NORTH CAROLINA,STANLY,985.93,"7,309.33"
34840,NORTH CAROLINA,STOKES,"1,089.65","7,309.33"
34850,NORTH CAROLINA,SURRY,985.93,"7,309.33"
34860,NORTH CAROLINA,SWAIN,985.93,"7,309.33"
34870,NORTH CAROLINA,TRANSYLVANIA,985.93,"7,309.33"
34880,NORTH CAROLINA,TYRRELL,949.80,"7,309.33"
34890,NORTH CAROLINA,UNION,"1,089.65","7,309.33"
34900,NORTH CAROLINA,VANCE,985.93,"7,309.33"
34910,NORTH CAROLINA,WAKE,"1,089.65","7,309.33"
34920,NORTH CAROLINA,WARREN,985.93,"7,309.33"
34930,NORTH CAROLINA,WASHINGTON,"1,023.51","7,309.33"
34940,NORTH CAROLINA,WATAUGA,985.93,"7,309.33"
34950,NORTH CAROLINA,WAYNE,985.93,"7,309.33"
34960,NORTH CAROLINA,WILKES,985.93,"7,309.33"
34970,NORTH CAROLINA,WILSON,985.93,"7,309.33"
34980,NORTH CAROLINA,YADKIN,"1,029.89","7,309.33"
34981,NORTH CAROLINA,YANCEY,985.93,"7,309.33"
35000,NORTH DAKOTA,ADAMS,"1,097.76","6,865.30"
35010,NORTH DAKOTA,BARNES,985.93,"6,865.30"
35020,NORTH DAKOTA,BENSON,"1,024.15","6,865.30"
35030,NORTH DAKOTA,BILLINGS,"1,033.79","6,865.30"
35040,NORTH DAKOTA,BOTTINEAU,"1,022.69","6,865.30"
35050,NORTH DAKOTA,BOWMAN,"1,211.33","6,865.30"
35060,NORTH DAKOTA,BURKE,"1,152.60","6,865.30"
35070,NORTH DAKOTA,BURLEIGH,985.93,"6,865.30"
35080,NORTH DAKOTA,CASS,985.93,"6,865.30"
35090,NORTH DAKOTA,CAVALIER,"1,132.98","6,865.30"
35100,NORTH DAKOTA,DICKEY,"1,092.87","6,865.30"
35110,NORTH DAKOTA,DIVIDE,"1,213.90","6,865.30"
35120,NORTH DAKOTA,DUNN,"1,027.67","6,865.30"
35130,NORTH DAKOTA,EDDY,"1,104.28","6,865.30"
35140,NORTH DAKOTA,EMMONS,"1,074.50","6,865.30"
35150,NORTH DAKOTA,FOSTER,"1,077.61","6,865.30"
35160,NORTH DAKOTA,GOLDEN VALLEY,"1,065.07","6,865.30"
35170,NORTH DAKOTA,GRAND FORKS,985.93,"6,865.30"
35180,NORTH DAKOTA,GRANT,"1,075.68","6,865.30"
35190,NORTH DAKOTA,GRIGGS,"1,127.68","6,865.30"
35200,NORTH DAKOTA,HETTINGER,"1,017.92","6,865.30"
35210,NORTH DAKOTA,KIDDER,985.93,"6,865.30"
35220,NORTH DAKOTA,LAMOURE,"1,069.62","6,865.30"
35230,NORTH DAKOTA,LOGAN,"1,029.56","6,865.30"
35240,NORTH DAKOTA,MCHENRY,985.93,"6,865.30"
35250,NORTH DAKOTA,MCINTOSH,"1,111.74","6,865.30"
35260,NORTH DAKOTA,MCKENZIE,"1,120.73","6,865.30"
35270,NORTH DAKOTA,MCLEAN,"1,017.69","6,865.30"
35280,NORTH DAKOTA,MERCER,"1,073.29","6,865.30"
35290,NORTH DAKOTA,MORTON,985.93,"6,865.30"
35300,NORTH DAKOTA,MOUNTRAIL,"1,053.57","6,865.30"
35310,NORTH DAKOTA,NELSON,"1,083.36","6,865.30"
35320,NORTH DAKOTA,OLIVER,"1,066.96","6,865.30"
35330,NORTH DAKOTA,PEMBINA,"1,063.84","6,865.30"
35340,NORTH DAKOTA,PIERCE,"1,123.05","6,865.30"
35350,NORTH DAKOTA,RAMSEY,985.93,"6,865.30"
35360,NORTH DAKOTA,RANSOM,"1,087.97","6,865.30"
35370,NORTH DAKOTA,RENVILLE,985.93,"6,865.30"
35380,NORTH DAKOTA,RICHLAND,985.93,"6,865.30"
35390,NORTH DAKOTA,ROLETTE,"1,187.78","6,865.30"
35400,NORTH DAKOTA,SARGENT,"1,074.74","6,865.30"
35410,NORTH DAKOTA,SHERIDAN,"1,000.56","6,865.30"
35420,NORTH DAKOTA,SIOUX,"1,047.71","6,865.30"
35430,NORTH DAKOTA,SLOPE,"1,111.66","6,865.30"
35440,NORTH DAKOTA,STARK,985.93,"6,865.30"
35450,NORTH DAKOTA,STEELE,"1,076.87","6,865.30"
35460,NORTH DAKOTA,STUTSMAN,985.93,"6,865.30"
35470,NORTH DAKOTA,TOWNER,"1,215.90","6,865.30"
35480,NORTH DAKOTA,TRAILL,"1,078.41","6,865.30"
35490,NORTH DAKOTA,WALSH,"1,137.48","6,865.30"
35500,NORTH DAKOTA,WARD,985.93,"6,865.30"
35510,NORTH DAKOTA,WELLS,"1,068.81","6,865.30"
35520,NORTH DAKOTA,WILLIAMS,"1,005.97","6,865.30"
36000,OHIO,ADAMS,985.93,"7,953.75"
36010,OHIO,ALLEN,986.71,"7,953.75"
36020,OHIO,ASHLAND,985.93,"7,953.75"
36030,OHIO,ASHTABULA,"1,089.65","7,953.75"
36040,OHIO,ATHENS,"1,004.21","7,953.75"
36050,OHIO,AUGLAIZE,985.93,"7,953.75"
36060,OHIO,BELMONT,"1,184.76","7,953.75"
36070,OHIO,BROWN,"1,089.65","7,953.75"
36080,OHIO,BUTLER,"1,089.65","7,953.75"
36090,OHIO,CARROLL,"1,089.65","7,953.75"
36100,OHIO,CHAMPAIGN,985.93,"7,953.75"
36110,OHIO,CLARK,"1,089.65","7,953.75"
36120,OHIO,CLERMONT,"1,089.65","7,953.75"
36130,OHIO,CLINTON,"1,045.15","7,953.75"
36140,OHIO,COLUMBIANA,"1,089.65","7,953.75"
36150,OHIO,COSHOCTON,979.67,"7,953.75"
36160,OHIO,CRAWFORD,"1,010.68","7,953.75"
36170,OHIO,CUYAHOGA,"1,089.65","7,953.75"
36190,OHIO,DARKE,985.93,"7,953.75"
36200,OHIO,DEFIANCE,998.14,"7,953.75"
36210,OHIO,DELAWARE,"1,089.65","7,953.75"
36220,OHIO,ERIE,985.93,"7,953.75"
36230,OHIO,FAIRFIELD,"1,089.65","7,953.75"
36240,OHIO,FAYETTE,985.93,"7,953.75"
36250,OHIO,FRANKLIN,"1,089.65","7,953.75"
36260,OHIO,FULTON,"1,089.65","7,953.75"
36270,OHIO,GALLIA,985.93,"7,953.75"
36280,OHIO,GEAUGA,"1,089.65","7,953.75"
36290,OHIO,GREENE,"1,089.65","7,953.75"
36300,OHIO,GUERNSEY,985.93,"7,953.75"
36310,OHIO,HAMILTON,"1,089.65","7,953.75"
36330,OHIO,HANCOCK,985.93,"7,953.75"
36340,OHIO,HARDIN,"1,065.27","7,953.75"
36350,OHIO,HARRISON,"1,053.88","7,953.75"
36360,OHIO,HENRY,982.20,"7,953.75"
36370,OHIO,HIGHLAND,941.71,"7,953.75"
36380,OHIO,HOCKING,970.07,"7,953.75"
36390,OHIO,HOLMES,985.93,"7,953.75"
36400,OHIO,HURON,985.93,"7,953.75"
36410,OHIO,JACKSON,952.63,"7,953.75"
36420,OHIO,JEFFERSON,"1,082.71","7,953.75"
36430,OHIO,KNOX,"1,001.89","7,953.75"
36440,OHIO,LAKE,"1,089.65","7,953.75"
36450,OHIO,LAWRENCE,"1,089.65","7,953.75"
36460,OHIO,LICKING,"1,089.65","7,953.75"
36470,OHIO,LOGAN,"1,017.61","7,953.75"
36480,OHIO,LORAIN,"1,089.65","7,953.75"
36490,OHIO,LUCAS,"1,089.65","7,953.75"
36500,OHIO,MADISON,"1,089.65","7,953.75"
36510,OHIO,MAHONING,"1,089.65","7,953.75"
36520,OHIO,MARION,"1,298.55","7,953.75"
36530,OHIO,MEDINA,"1,089.65","7,953.75"
36540,OHIO,MEIGS,924.64,"7,953.75"
36550,OHIO,MERCER,985.93,"7,953.75"
36560,OHIO,MIAMI,"1,089.65","7,953.75"
36570,OHIO,MONROE,985.93,"7,953.75"
36580,OHIO,MONTGOMERY,"1,089.65","7,953.75"
36590,OHIO,MORGAN,985.93,"7,953.75"
36600,OHIO,MORROW,"1,089.65","7,953.75"
36610,OHIO,MUSKINGUM,985.93,"7,953.75"
36620,OHIO,NOBLE,985.93,"7,953.75"
36630,OHIO,OTTAWA,"1,089.65","7,953.75"
36640,OHIO,PAULDING,"1,047.37","7,953.75"
36650,OHIO,PERRY,985.93,"7,953.75"
36660,OHIO,PICKAWAY,"1,089.65","7,953.75"
36670,OHIO,PIKE,965.26,"7,953.75"
36680,OHIO,PORTAGE,"1,089.65","7,953.75"
36690,OHIO,PREBLE,"1,089.65","7,953.75"
36700,OHIO,PUTNAM,"1,013.51","7,953.75"
36710,OHIO,RICHLAND,985.93,"7,953.75"
36720,OHIO,ROSS,958.88,"7,953.75"
36730,OHIO,SANDUSKY,985.93,"7,953.75"
36740,OHIO,SCIOTO,"1,072.90","7,953.75"
36750,OHIO,SENECA,985.93,"7,953.75"
36760,OHIO,SHELBY,985.93,"7,953.75"
36770,OHIO,STARK,"1,089.65","7,953.75"
36780,OHIO,SUMMIT,"1,089.65","7,953.75"
36790,OHIO,TRUMBULL,"1,089.65","7,953.75"
36800,OHIO,TUSCARAWAS,985.93,"7,953.75"
36810,OHIO,UNION,"1,089.65","7,953.75"
36820,OHIO,VAN WERT,985.93,"7,953.75"
36830,OHIO,VINTON,973.81,"7,953.75"
36840,OHIO,WARREN,"1,089.65","7,953.75"
36850,OHIO,WASHINGTON,985.93,"7,953.75"
36860,OHIO,WAYNE,985.93,"7,953.75"
36870,OHIO,WILLIAMS,985.93,"7,953.75"
36880,OHIO,WOOD,"1,089.65","7,953.75"
36890,OHIO,WYANDOT,985.93,"7,953.75"
37000,OKLAHOMA,ADAIR,933.57,"7,572.54"
37010,OKLAHOMA,ALFALFA,"1,017.38","7,572.54"
37020,OKLAHOMA,ATOKA,"1,212.26","7,572.54"
37030,OKLAHOMA,BEAVER,"1,127.81","7,572.54"
37040,OKLAHOMA,BECKHAM,"1,054.35","7,572.54"
37050,OKLAHOMA,BLAINE,"1,095.63","7,572.54"
37060,OKLAHOMA,BRYAN,"1,148.54","7,572.54"
37070,OKLAHOMA,CADDO,"1,176.24","7,572.54"
37080,OKLAHOMA,CANADIAN,"1,154.20","7,572.54"
37090,OKLAHOMA,CARTER,"1,064.88","7,572.54"
37100,OKLAHOMA,CHEROKEE,980.69,"7,572.54"
37110,OKLAHOMA,CHOCTAW,"1,318.31","7,572.54"
37120,OKLAHOMA,CIMARRON,"1,318.27","7,572.54"
37130,OKLAHOMA,CLEVELAND,"1,089.65","7,572.54"
37140,OKLAHOMA,COAL,"1,128.74","7,572.54"
37150,OKLAHOMA,COMANCHE,985.93,"7,572.54"
37160,OKLAHOMA,COTTON,959.21,"7,572.54"
37170,OKLAHOMA,CRAIG,985.93,"7,572.54"
37180,OKLAHOMA,CREEK,"1,057.72","7,572.54"
37190,OKLAHOMA,CUSTER,"1,089.12","7,572.54"
37200,OKLAHOMA,DELAWARE,"1,014.05","7,572.54"
37210,OKLAHOMA,DEWEY,"1,179.76","7,572.54"
37220,OKLAHOMA,ELLIS,"1,075.36","7,572.54"
37230,OKLAHOMA,GARFIELD,985.93,"7,572.54"
37240,OKLAHOMA,GARVIN,"1,129.89","7,572.54"
37250,OKLAHOMA,GRADY,"1,060.12","7,572.54"
37260,OKLAHOMA,GRANT,"1,039.99","7,572.54"
37270,OKLAHOMA,GREER,"1,254.41","7,572.54"
37280,OKLAHOMA,HARMON,"1,270.32","7,572.54"
37290,OKLAHOMA,HARPER,"1,001.60","7,572.54"
37300,OKLAHOMA,HASKELL,"1,074.56","7,572.54"
37310,OKLAHOMA,HUGHES,"1,178.55","7,572.54"
37320,OKLAHOMA,JACKSON,"1,179.52","7,572.54"
37330,OKLAHOMA,JEFFERSON,"1,104.20","7,572.54"
37340,OKLAHOMA,JOHNSTON,"1,196.75","7,572.54"
37350,OKLAHOMA,KAY,985.93,"7,572.54"
37360,OKLAHOMA,KINGFISHER,"1,128.78","7,572.54"
37370,OKLAHOMA,KIOWA,"1,020.14","7,572.54"
37380,OKLAHOMA,LATIMER,"1,164.02","7,572.54"
37390,OKLAHOMA,LE FLORE,"1,089.65","7,572.54"
37400,OKLAHOMA,LINCOLN,"1,064.16","7,572.54"
37410,OKLAHOMA,LOGAN,"1,081.40","7,572.54"
37420,OKLAHOMA,LOVE,"1,307.79","7,572.54"
37430,OKLAHOMA,MCCLAIN,"1,100.36","7,572.54"
37440,OKLAHOMA,MCCURTAIN,"1,157.19","7,572.54"
37450,OKLAHOMA,MCINTOSH,"1,062.08","7,572.54"
37460,OKLAHOMA,MAJOR,988.18,"7,572.54"
37470,OKLAHOMA,MARSHALL,"1,143.17","7,572.54"
37480,OKLAHOMA,MAYES,"1,029.16","7,572.54"
37490,OKLAHOMA,MURRAY,"1,125.85","7,572.54"
37500,OKLAHOMA,MUSKOGEE,"1,090.42","7,572.54"
37510,OKLAHOMA,NOBLE,971.34,"7,572.54"
37520,OKLAHOMA,NOWATA,"1,009.09","7,572.54"
37530,OKLAHOMA,OKFUSKEE,"1,052.09","7,572.54"
37540,OKLAHOMA,OKLAHOMA,"1,130.62","7,572.54"
37550,OKLAHOMA,OKMULGEE,"1,089.65","7,572.54"
37560,OKLAHOMA,OSAGE,"1,106.68","7,572.54"
37570,OKLAHOMA,OTTAWA,"1,089.65","7,572.54"
37580,OKLAHOMA,PAWNEE,"1,081.57","7,572.54"
37590,OKLAHOMA,PAYNE,979.25,"7,572.54"
37600,OKLAHOMA,PITTSBURG,979.48,"7,572.54"
37610,OKLAHOMA,PONTOTOC,"1,022.53","7,572.54"
37620,OKLAHOMA,POTTAWATOMIE,"1,089.65","7,572.54"
37630,OKLAHOMA,PUSHMATAHA,"1,265.85","7,572.54"
37640,OKLAHOMA,ROGER MILLS,"1,312.77","7,572.54"
37650,OKLAHOMA,ROGERS,"1,089.65","7,572.54"
37660,OKLAHOMA,SEMINOLE,"1,033.00","7,572.54"
37670,OKLAHOMA,SEQUOYAH,966.65,"7,572.54"
37680,OKLAHOMA,STEPHENS,985.93,"7,572.54"
37690,OKLAHOMA,TEXAS,"1,184.55","7,572.54"
37700,OKLAHOMA,TILLMAN,"1,059.91","7,572.54"
37710,OKLAHOMA,TULSA,"1,089.65","7,572.54"
37720,OKLAHOMA,WAGONER,"1,058.30","7,572.54"
37730,OKLAHOMA,WASHINGTON,985.93,"7,572.54"
37740,OKLAHOMA,WASHITA,"1,023.91","7,572.54"
37750,OKLAHOMA,WOODS,"1,046.30","7,572.54"
37760,OKLAHOMA,WOODWARD,"1,000.28","7,572.54"
38000,OREGON,BAKER,985.93,"7,704.87"
38010,OREGON,BENTON,985.93,"7,704.87"
38020,OREGON,CLACKAMAS,"1,089.65","7,704.87"
38030,OREGON,CLATSOP,"1,104.83","7,704.87"
38040,OREGON,COLUMBIA,"1,089.65","7,704.87"
38050,OREGON,COOS,993.36,"7,704.87"
38060,OREGON,CROOK,985.93,"7,704.87"
38070,OREGON,CURRY,985.93,"7,704.87"
38080,OREGON,DESCHUTES,985.93,"7,704.87"
38090,OREGON,DOUGLAS,985.93,"7,704.87"
38100,OREGON,GILLIAM,"1,003.95","7,704.87"
38110,OREGON,GRANT,"1,083.68","7,704.87"
38120,OREGON,HARNEY,"1,202.01","7,704.87"
38130,OREGON,HOOD RIVER,991.23,"7,704.87"
38140,OREGON,JACKSON,"1,057.49","7,704.87"
38150,OREGON,JEFFERSON,993.90,"7,704.87"
38160,OREGON,JOSEPHINE,985.93,"7,704.87"
38170,OREGON,KLAMATH,985.93,"7,704.87"
38180,OREGON,LAKE,"1,182.97","7,704.87"
38190,OREGON,LANE,"1,123.30","7,704.87"
38200,OREGON,LINCOLN,985.93,"7,704.87"
38210,OREGON,LINN,"1,019.58","7,704.87"
38220,OREGON,MALHEUR,985.93,"7,704.87"
38230,OREGON,MARION,"1,089.65","7,704.87"
38240,OREGON,MORROW,"1,154.86","7,704.87"
38250,OREGON,MULTNOMAH,"1,089.65","7,704.87"
38260,OREGON,POLK,"1,089.65","7,704.87"
38270,OREGON,SHERMAN,"1,021.66","7,704.87"
38280,OREGON,TILLAMOOK,"1,076.32","7,704.87"
38290,OREGON,UMATILLA,985.93,"7,704.87"
38300,OREGON,UNION,"1,002.33","7,704.87"
38310,OREGON,WALLOWA,"1,163.09","7,704.87"
38320,OREGON,WASCO,"1,038.44","7,704.87"
38330,OREGON,WASHINGTON,"1,089.65","7,704.87"
38340,OREGON,WHEELER,989.98,"7,704.87"
38350,OREGON,YAMHILL,"1,089.65","7,704.87"
39000,PENNSYLVANIA,ADAMS,985.93,"8,108.74"
39010,PENNSYLVANIA,ALLEGHENY,"1,209.46","8,108.74"
39070,PENNSYLVANIA,ARMSTRONG,"1,089.65","8,108.74"
39080,PENNSYLVANIA,BEAVER,"1,089.65","8,108.74"
39100,PENNSYLVANIA,BEDFORD,985.93,"8,108.74"
39110,PENNSYLVANIA,BERKS,"1,089.65","8,108.74"
39120,PENNSYLVANIA,BLAIR,"1,002.79","8,108.74"
39130,PENNSYLVANIA,BRADFORD,985.93,"8,108.74"
39140,PENNSYLVANIA,BUCKS,"1,268.04","8,108.74"
39150,PENNSYLVANIA,BUTLER,"1,089.65","8,108.74"
39160,PENNSYLVANIA,CAMBRIA,"1,098.30","8,108.74"
39180,PENNSYLVANIA,CAMERON,"1,006.92","8,108.74"
39190,PENNSYLVANIA,CARBON,"1,089.65","8,108.74"
39200,PENNSYLVANIA,CENTRE,985.93,"8,108.74"
39210,PENNSYLVANIA,CHESTER,"1,178.05","8,108.74"
39220,PENNSYLVANIA,CLARION,"1,037.59","8,108.74"
39230,PENNSYLVANIA,CLEARFIELD,"1,067.46","8,108.74"
39240,PENNSYLVANIA,CLINTON,985.93,"8,108.74"
39250,PENNSYLVANIA,COLUMBIA,"1,089.65","8,108.74"
39260,PENNSYLVANIA,CRAWFORD,"1,038.57","8,108.74"
39270,PENNSYLVANIA,CUMBERLAND,"1,089.65","8,108.74"
39280,PENNSYLVANIA,DAUPHIN,"1,089.65","8,108.74"
39290,PENNSYLVANIA,DELAWARE,"1,314.98","8,108.74"
39310,PENNSYLVANIA,ELK,985.93,"8,108.74"
39320,PENNSYLVANIA,ERIE,"1,089.65","8,108.74"
39330,PENNSYLVANIA,FAYETTE,"1,228.37","8,108.74"
39340,PENNSYLVANIA,FOREST,"1,064.35","8,108.74"
39350,PENNSYLVANIA,FRANKLIN,985.93,"8,108.74"
39360,PENNSYLVANIA,FULTON,"1,061.41","8,108.74"
39370,PENNSYLVANIA,GREENE,"1,310.12","8,108.74"
39380,PENNSYLVANIA,HUNTINGDON,985.93,"8,108.74"
39390,PENNSYLVANIA,INDIANA,"1,157.73","8,108.74"
39400,PENNSYLVANIA,JEFFERSON,"1,041.73","8,108.74"
39410,PENNSYLVANIA,JUNIATA,985.93,"8,108.74"
39420,PENNSYLVANIA,LACKAWANNA,"1,089.65","8,108.74"
39440,PENNSYLVANIA,LANCASTER,"1,089.65","8,108.74"
39450,PENNSYLVANIA,LAWRENCE,"1,093.51","8,108.74"
39460,PENNSYLVANIA,LEBANON,"1,089.65","8,108.74"
39470,PENNSYLVANIA,LEHIGH,"1,089.65","8,108.74"
39480,PENNSYLVANIA,LUZERNE,"1,089.65","8,108.74"
39510,PENNSYLVANIA,LYCOMING,985.93,"8,108.74"
39520,PENNSYLVANIA,MCKEAN,985.93,"8,108.74"
39530,PENNSYLVANIA,MERCER,"1,089.65","8,108.74"
39540,PENNSYLVANIA,MIFFLIN,985.93,"8,108.74"
39550,PENNSYLVANIA,MONROE,"1,059.13","8,108.74"
39560,PENNSYLVANIA,MONTGOMERY,"1,089.65","8,108.74"
39580,PENNSYLVANIA,MONTOUR,985.93,"8,108.74"
39590,PENNSYLVANIA,NORTHAMPTON,"1,089.65","8,108.74"
39600,PENNSYLVANIA,NORTHUMBERLAND,985.93,"8,108.74"
39610,PENNSYLVANIA,PERRY,"1,089.65","8,108.74"
39620,PENNSYLVANIA,PHILADELPHIA,"1,385.35","8,108.74"
39630,PENNSYLVANIA,PIKE,"1,089.65","8,108.74"
39640,PENNSYLVANIA,POTTER,"1,000.77","8,108.74"
39650,PENNSYLVANIA,SCHUYLKILL,985.93,"8,108.74"
39670,PENNSYLVANIA,SNYDER,985.93,"8,108.74"
39680,PENNSYLVANIA,SOMERSET,"1,108.74","8,108.74"
39690,PENNSYLVANIA,SULLIVAN,985.93,"8,108.74"
39700,PENNSYLVANIA,SUSQUEHANNA,985.93,"8,108.74"
39710,PENNSYLVANIA,TIOGA,985.93,"8,108.74"
39720,PENNSYLVANIA,UNION,985.93,"8,108.74"
39730,PENNSYLVANIA,VENANGO,999.67,"8,108.74"
39740,PENNSYLVANIA,WARREN,985.93,"8,108.74"
39750,PENNSYLVANIA,WASHINGTON,"1,193.47","8,108.74"
39760,PENNSYLVANIA,WAYNE,985.93,"8,108.74"
39770,PENNSYLVANIA,WESTMORELAND,"1,229.74","8,108.74"
39790,PENNSYLVANIA,WYOMING,"1,089.65","8,108.74"
39800,PENNSYLVANIA,YORK,"1,089.65","8,108.74"
40010,PUERTO RICO,ADJUNTAS,946.20,"5,316.79"
40020,PUERTO RICO,AGUADA,702.98,"5,316.79"
40030,PUERTO RICO,AGUADILLA,764.37,"5,316.79"
40040,PUERTO RICO,AGUAS BUENAS,709.84,"5,316.79"
40050,PUERTO RICO,AIBONITO,708.10,"5,316.79"
